z_over_L,feed_pressure_pa,permeate_pressure_pa,feed_flow_kmol_s,permeate_flow_kmol_s,x_H2,y_H2,x_C2H4,y_C2H4,x_CH4,y_CH4,x_C2H6,y_C2H6,x_C3H8,y_C3H8
0.21875,4240000.0,799598.8955270918,0.002604683012987671,0.00031698558777667595,0.010014039130551121,0.04444576491645437,0.06742346927032009,0.07433566147730962,0.5760793182502845,0.6083604028197382,0.2401450383936193,0.19176488703740038,0.1063381349552251,0.08109328374909755
0.22125,4240000.0,799594.122355449,0.002608401055103764,0.0003207078053799584,0.01010435383719667,0.04479348400277046,0.0674310496816354,0.0743163908537002,0.5761036362286606,0.6081769128409007,0.24006414094598177,0.1916646687695265,0.1062968193065256,0.08104854353310208
0.22375,4240000.0,799589.2935032882,0.0026121232727070467,0.00032443427590922187,0.010195981377291241,0.04514564899982775,0.06743852261691664,0.07429676421425488,0.5761270731149085,0.6079905365416769,0.23998301111719958,0.19156360165011652,0.10625541177368399,0.08100344859412474
0.22625,4240000.0,799584.4088988776,0.00261584974323631,0.0003281650785281671,0.010288945803237191,0.04550233149547441,0.06744588642624147,0.07427677591518583,0.5761496149002973,0.6078012280007413,0.2399016430963353,0.191461671594021,0.10621390977388888,0.08095799299457883
0.22875,4240000.0,799579.468469164,0.0026195805458552554,0.0003319002941680471,0.01038327167504827,0.04586360438512942,0.06745313942370704,0.07425642020888908,0.5761712472726008,0.6076089404541262,0.23982003095548188,0.19135886426185741,0.10617231067316214,0.08091217068999867
0.23125,4240000.0,799574.472139743,0.0026233157614951354,0.0003356400055714577,0.010478984072135945,0.04622954189705596,0.06746027988659407,0.07423569124192801,0.5761919556090564,0.607413626278891,0.23973816864704547,0.1912551650551342,0.10613061178516812,0.08086597552699225
0.23375,4240000.0,799569.4198348292,0.002627055472898546,0.0003393842973373087,0.01057610860538768,0.04660021961811076,0.06746730605450967,0.07421458305297868,0.5762117249691471,0.6072152369764804,0.23965605000096196,0.19115055911127868,0.10608881036999376,0.08081940124115282
0.23625,4240000.0,799564.3114772247,0.002630799764664397,0.00034313325596700564,0.010674671429544754,0.04697571451997695,0.0674742161285088,0.07419308957073749,0.5762305400872035,0.6070137231557752,0.23957366872184438,0.19104503129857528,0.10604690363289865,0.08077244145493585
0.23875,4240000.0,799559.1469882882,0.002634548723294094,0.0003468869699118837,0.010774699255887237,0.04735610498588694,0.06748100827019406,0.07417120461178768,0.5762483853648236,0.6068090345158202,0.2394910183860605,0.19093856621101254,0.10600488872303471,0.08072508967549218
0.24125,4240000.0,799553.9262879019,0.002638302437238972,0.00035064552962192456,0.010876219365234042,0.047741470837842706,0.06748768060079262,0.07414892187842724,0.5762652448631008,0.6066011198282308,0.2394080924387386,0.1908311481630334,0.10596276273213386,0.08067733929246576
0.24375,4240000.0,799548.6492944389,0.002642060996949013,0.0003544090275957967,0.010979259621266092,0.0481318933643405,0.06749423120021035,0.07412623495645534,0.5762811022946601,0.6063899269192693,0.23932488419069936,0.19072276118418638,0.10592052269316402,0.08062918357574819
