z_over_L,feed_pressure_pa,permeate_pressure_pa,feed_flow_kmol_s,permeate_flow_kmol_s,x_N2,y_N2,x_O2,y_O2,x_CO2,y_CO2,x_H2O,y_H2O
0.5425,994684.8138314416,100000.0,0.0007600465657117685,0.00021747447626942185,0.8749331461806078,0.7020267865251716,0.125021481127671,0.2978237990762223,4.5372691705390264e-05,0.00014941439853324626,1.5726667372199715e-14,7.30902076231051e-14
0.5475,994735.1169460609,100000.0,0.0007622932618745912,0.00021972673584243153,0.8741268931747271,0.7009748378986022,0.12582674381958986,0.2988732839183435,4.636300566215363e-05,0.0001518781829580123,2.0851889588872535e-14,9.626976154594453e-14
0.5525,994785.5711952372,100000.0,0.0007645455214476009,0.00022198458284882568,0.873317581847475,0.6999216302431677,0.12663504348987834,0.2999239847505529,4.73746626189751e-05,0.00015438500615267973,2.7667470646431307e-14,1.2689903403421615e-13
0.5575,994836.1769731633,100000.0,0.000766803368453995,0.00022424804125748942,0.8725052231174926,0.6988671840989639,0.12744636880099328,0.30097588033654354,4.840808147744572e-05,0.0001569355643252843,3.673644457051814e-14,1.6739883373652863e-13
0.5625,994886.9346756601,100000.0,0.0007690668268626587,0.0002265171349817263,0.8716898280893437,0.6978115200508535,0.12826070822250749,0.30202894938584546,4.94636880999705e-05,0.00015953056307974175,4.881092197804655e-14,2.2098383948124774e-13
0.5675,994937.8447001715,100000.0,0.0007713359205868956,0.00022879188787799714,0.8708714080524739,0.6967546587263613,0.12907805003206635,0.3030831705558458,5.054191539474353e-05,0.00016217071750098904,6.48960137447756e-14,2.919249150173955e-13
0.5725,994988.9074457585,100000.0,0.0007736106734831665,0.00023107232374466706,0.8700499744801389,0.6956966207935612,0.1298983823163737,0.30413852245381295,5.164320340111595e-05,0.00016485675224011979,8.633548504756961e-14,3.8589863958855615e-13
0.5775,995040.1233130934,100000.0,0.0007758911093498364,0.0002333584663207596,0.8692255390283021,0.6946374269589674,0.13072169297220765,0.3051949836389226,5.276799937534532e-05,0.00016758940159950191,1.1492655942667895e-13,5.104531990204251e-13
0.5825,995091.4927044546,100000.0,0.0007781772519259289,0.00023565033928471969,0.8683981135345045,0.6935770979654209,0.13154796970746574,0.3062525326242861,5.391675787671588e-05,0.00017036940961786032,1.530738346113497e-13,6.756295603835645e-13
0.5875,995143.01602372,100000.0,0.000780469124889889,0.0002379479662531856,0.8675677100167026,0.6925156545899718,0.13237720004223952,0.30731114787897823,5.5089940854017776e-05,0.00017319753015531135,2.0399568716485425e-13,8.9478992260806e-13
